#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
148,Tue Mar 15 21:37:31 EDT 2022,53,-7,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientTokenCountQuit- DistributedFacebookMapReducePartialReduce DistributedTokenCountQuit- , ,65,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
149,Tue Mar 15 21:46:58 EDT 2022,53,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedTokenCountQuit , ,66,0,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult ,A3ConfigurationProvided , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
150,Tue Mar 15 21:47:56 EDT 2022,60,7,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit+ DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit+ DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,67,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
151,Tue Mar 15 21:48:51 EDT 2022,60,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,67,1,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
152,Tue Mar 15 21:49:30 EDT 2022,60,0,DistributedPartitionedReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,67,2,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce , , ,ClientSumPartitionReduce-(10.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
153,Tue Mar 15 21:49:31 EDT 2022,60,0,DistributedPartitionedReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,67,3,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce , , ,ClientSumPartitionReduce-(10.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
154,Tue Mar 15 21:49:32 EDT 2022,60,0,A3ConfigurationProvided,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,67,4,false, , , ,A3ConfigurationProvided-(9.6/10.0) , ,
155,Tue Mar 15 21:52:44 EDT 2022,60,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
156,Tue Mar 15 21:55:16 EDT 2022,60,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,1,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(10.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(10.0/10.0) DistributedFacebookMapReduceResult-(10.0/10.0) , ,
157,Tue Mar 15 21:55:24 EDT 2022,60,0,DistributedFacebookMapReducePartialReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,2,false, , , ,DistributedFacebookMapReducePartialReduce-(0.0/10.0) , ,
158,Tue Mar 15 21:57:52 EDT 2022,60,0,A3GeneralStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,3,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(5.0/5.0) A3InterfaceAsType-(8.7/10.0) A3MnemonicNames-(14.5/15.0) A3NamedConstants-(0.8/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(2.5/10.0) , ,
159,Tue Mar 15 21:57:52 EDT 2022,60,0,A3SpecificStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,4,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(17.7/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(4.2/5.0) A3SpuriousCalls-(16.0/20.0) , ,
160,Tue Mar 15 21:57:54 EDT 2022,60,0,A3SpecificStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,5,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(17.7/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(4.2/5.0) A3SpuriousCalls-(16.0/20.0) , ,
161,Tue Mar 15 21:57:56 EDT 2022,60,0,A3SpecificStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,6,true,A3ExpectedCalls A3ExpectedInterfaces A3ExpectedSignatures A3SpuriousCalls , , ,A3ExpectedCalls-(17.7/20.0) A3ExpectedInterfaces-(5.0/5.0) A3ExpectedSignatures-(4.2/5.0) A3SpuriousCalls-(16.0/20.0) , ,
162,Tue Mar 15 21:57:57 EDT 2022,60,0,A3GeneralStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,7,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(5.0/5.0) A3InterfaceAsType-(8.7/10.0) A3MnemonicNames-(14.5/15.0) A3NamedConstants-(0.8/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(2.5/10.0) , ,
163,Tue Mar 15 21:57:59 EDT 2022,60,0,A3GeneralStyleSuite,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,8,true,A3AccessModifiersMatched A3InterfaceAsType A3MnemonicNames A3NamedConstants A3NoCheckstyleWarnings A3PublicMethodsOverride , ,A3AccessModifiersMatched A3MnemonicNames A3NoCheckstyleWarnings A3PublicMethodsOverride ,A3AccessModifiersMatched-(5.0/5.0) A3InterfaceAsType-(8.7/10.0) A3MnemonicNames-(14.5/15.0) A3NamedConstants-(0.8/1.0) A3NoCheckstyleWarnings-(0.0/20.0) A3PublicMethodsOverride-(2.5/10.0) , ,
164,Tue Mar 15 21:58:02 EDT 2022,60,0,A3ExpectedCalls,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,9,false, , , ,A3ExpectedCalls-(17.7/20.0) , ,
165,Tue Mar 15 21:58:04 EDT 2022,60,0,A3SpuriousCalls,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,10,false, , , ,A3SpuriousCalls-(16.0/20.0) , ,
166,Tue Mar 15 21:58:05 EDT 2022,60,0,A3ExpectedSignatures,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,11,false, , , ,A3ExpectedSignatures-(4.2/5.0) , ,
167,Tue Mar 15 21:58:59 EDT 2022,60,0,DistributedPartitionedReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,12,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce ,DistributedSumResult , ,ClientSumPartitionReduce-(10.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
168,Tue Mar 15 21:58:59 EDT 2022,60,0,ClientSumPartitionReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,13,false, , , ,ClientSumPartitionReduce-(10.0/10.0) , ,
169,Tue Mar 15 21:59:01 EDT 2022,60,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,68,14,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
170,Tue Mar 15 22:04:51 EDT 2022,60,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,69,0,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,A3ConfigurationProvided ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(10.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(10.0/10.0) DistributedFacebookMapReduceResult-(10.0/10.0) , ,
171,Tue Mar 15 22:17:21 EDT 2022,60,0,BasicDistributedFacebookMapReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,70,0,true,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,A3ConfigurationProvided ,ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult ,ClientFacebookMapReducePartialReduce-(0.0/10.0) ClientFacebookMapReduceQuit-(10.0/10.0) DistributedFacebookMapReducePartialReduce-(0.0/10.0) DistributedFacebookMapReduceQuit-(10.0/10.0) DistributedFacebookMapReduceResult-(10.0/10.0) , ,
172,Tue Mar 15 22:18:13 EDT 2022,60,0,DistributedFacebookMapReducePartialReduce,A3AccessModifiersMatched A3ExpectedInterfaces ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride A3SpuriousCalls ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce DistributedFacebookMapReducePartialReduce , ,70,1,false, , , ,DistributedFacebookMapReducePartialReduce-(0.0/10.0) , ,
